Letter_n,n,max_n,Letter_n+1,Freq
వేం,4,5,గి,1
గి,5,5,-,20
రు,3,7,శృ,1
శృ,4,7,తా,1
తా,5,7,యు,1
యు,6,7,వు,5
వు,7,7,-,65
దు,2,4,ల,5
ల,3,4,కు,6
దు,2,5,వ,4
వ,3,5,ల,9
ల,4,5,న,11
దు,2,3,వు,18
వు,3,3,-,319
అం,1,2,దూ,1
దూ,2,2,-,2
అం,1,2,దె,1
దె,2,2,-,34
అం,1,3,దె,1
దె,2,3,ము,26
అం,1,3,దొ,1
దొ,2,3,లు,1
అం,1,4,దో,1
దో,2,4,ళ,4
ళ,3,4,న,3
అం,1,2,ధ,1
ధ,2,2,-,20
అం,1,6,ధ,2
ధ,2,6,క,1
క,3,6,రి,4
రి,4,6,పు,1
పు,5,6,వు,1
అం,1,5,ధ,2
ధ,2,5,కా,1
అం,1,4,ధ,3
ధ,2,4,కుం,3
ధ,2,4,కు,3
ధ,2,5,కూ,1
కూ,3,5,ప,1
ధ,2,6,త,1
త,3,6,మ,5
మ,4,6,స,2
స,5,6,ము,30
అం,1,3,ధ,1
ధ,2,3,ము,22
ధ,2,4,స్,2
స్,3,4,సు,43
సు,4,4,-,66
అం,1,3,ధి,1
ధి,2,3,క,6
అం,1,3,ధుం,1
ధుం,2,3,డు,5
అం,1,3,ధు,1
ధు,2,3,వు,8
అం,1,4,ధ్,2
ధ్,2,4,ర,8
ధ్,2,4,రుం,2
రుం,3,4,డు,83
అం,1,5,ప,1
ప,2,5,క,7
క,3,5,ట్,76
ట్,4,5,టె,18
టె,5,5,-,21
అం,1,4,ప,4
ప,2,4,క,9
ప,2,4,కాం,2
ప,2,4,కో,2
కో,3,4,ల,15
ప,2,4,థ,6
థ,3,4,ఖ,1
ఖ,4,4,-,6
అం,1,3,ప,1
ప,2,3,ము,33
అం,1,5,పా,1
పా,2,5,చో,1
చో,3,5,ర,1
అం,1,2,పి,1
పి,2,2,-,21
అం,1,3,పి,2
పి,2,3,య,1
పి,2,3,లు,1
అం,1,4,పి,1
పి,2,4,ల్,5
అం,1,2,పు,1
పు,2,2,-,88
అం,1,4,పు,1
పు,2,4,దో,1
దో,3,4,డు,2
అం,1,2,పె,1
పె,2,2,-,11
అం,1,3,పై,1
పై,2,3,ర్‌,1
ర్‌,3,3,-,17
అం,1,2,బ,1
బ,2,2,-,23
అం,1,3,బ,4
బ,2,3,క,5
బ,2,3,కః,1
కః,3,3,-,5
అం,1,4,బ,5
బ,2,4,క,5
అం,1,5,బ,5
బ,2,5,క,1
క,3,5,ళ,4
బ,2,5,కా,2
కా,3,5,ష్,2
ష్,4,5,ట,5
అం,1,7,బ,1
బ,2,7,టి,1
టి,3,7,జో,1
జో,4,7,రి,1
రి,5,7,గాం,2
గాం,6,7,డు,4
బ,2,4,య,1
బ,2,4,ర,9
బ,2,5,రీ,3
రీ,3,5,ష,1
ష,4,5,ము,51
రీ,3,5,షుం,1
షుం,4,5,డు,10
రీ,3,5,షు,1
షు,4,5,డు,4
బ,2,3,రు,3
బ,2,3,లి,2
బ,2,4,ష్,2
ష్,3,4,టీ,2
టీ,4,4,-,14
అం,1,2,బా,1
బా,2,2,-,5
అం,1,6,బా,2
బా,2,6,త్,1
త్,3,6,ర,17
ర,4,6,య,12
అం,1,4,బా,3
బా,2,4,ర,2
అం,1,3,బా,2
బా,2,3,రి,1
బా,2,6,రు,1
రు,3,6,పి,1
పి,4,6,డు,3
డు,5,6,జో,1
జో,6,6,-,5
బా,2,4,లి,1
లి,3,4,క,36
బా,2,3,ళ,2
బా,2,4,ళ,2
అం,1,2,బి,1
బి,2,2,-,12
అం,1,3,బి,2
బి,2,3,క,6
బి,2,3,కా,1
అం,1,2,బు,1
బు,2,2,-,30
అం,1,3,బు,2
బు,2,3,క,3
అం,1,4,బు,2
బు,2,4,జ,1
బు,2,4,ద,1
ద,3,4,ము,99
అం,1,5,బు,2
బు,2,5,భృ,1
భృ,3,5,త్,4
త్,4,5,తు,60
బు,2,5,వా,1
వా,3,5,హి,6
హి,4,5,ని,4
ని,5,5,-,81
బు,2,3,వు,4
అం,1,6,బు,1
బు,2,6,వే,2
వే,3,6,త,1
త,4,6,స,1
అం,1,5,బూ,1
బూ,2,5,కృ,1
అం,1,2,బే,1
బే,2,2,-,1
అం,1,3,బే,1
బే,2,3,ద,1
అం,1,2,భ,1
భ,2,2,-,15
అం,1,5,భ,1
భ,2,5,శ్,1
శ్,3,5,చా,1
చా,4,5,ర,2
ర,5,5,-,107
అం,1,4,భ,1
భ,2,4,స్,2
అం,1,2,భా,1
భా,2,2,-,4
అం,1,4,భో,1
భో,2,4,జ,2
అం,1,3,భో,1
భో,2,3,ధి,1
ధి,3,3,-,51
అం,1,5,భో,1
భో,2,5,రు,1
అం,1,2,శం,1
శం,2,2,-,2
అం,1,4,శ,1
శ,2,4,కుం,1
అం,1,3,శ,1
శ,2,3,ము,18
అం,1,4,శు,3
శు,2,4,క,2
అం,1,9,శు,1
శు,2,9,క,1
క,3,9,ము,1
ము,4,9,చూ,1
చూ,5,9,పు,1
పు,6,9,డు,1
డు,7,9,వే,1
వే,8,9,లు,1
లు,9,9,-,78
అం,1,5,శు,2
శు,2,5,మం,2
మం,3,5,తుం,9
తుం,4,5,డు,100
మం,3,5,తు,4
తు,4,5,డు,16
శు,2,4,మ,1
మ,3,4,తి,18
తి,4,4,-,259
అం,1,7,శు,1
శు,2,7,మ,1
మ,3,7,త్,2
త్,4,7,స్,1
స్,5,7,భ,1
భ,6,7,ల,1
ల,7,7,-,26
శు,2,4,మా,1
మా,3,4,లి,4
లి,4,4,-,146
అం,1,3,శు,1
శు,2,3,వు,5
అం,1,5,స,1
స,2,5,కూ,2
కూ,3,5,ట,11
అం,1,3,స,1
స,2,3,ము,38
అం,1,4,స,1
స,2,4,లుం,2
లుం,3,4,డు,37
అం,1,3,హ,1
హ,2,3,తి,5
తి,3,3,-,236
అం,1,4,హ,1
హ,2,4,స్,9
అ,1,2,అ,1
అ,2,2,-,8
అ,1,4,అ,5
అ,2,4,క,6
క,3,4,డ,11
అ,2,4,గొ,2
గొ,3,4,అ,2
అ,4,4,-,12
అ,1,7,అ,1
అ,2,7,గొ,1
గొ,3,7,డ్,1
డ్,4,7,ది,1
ది,5,7,య,2
య,6,7,ము,103
అ,1,3,అ,2
అ,2,3,చు,4
అ,1,6,అ,1
అ,2,6,చే,1
చే,3,6,యి,1
యి,4,6,అ,1
అ,5,6,ల,1
అ,1,5,అ,2
అ,2,5,జ,1
జ,3,5,వ,2
వ,4,5,లు,3
అ,2,4,జా,1
జా,3,4,తి,2
అ,2,3,డు,3
అ,2,4,వ,4
వ,3,4,త,7
అ,2,5,వ,1
వ,3,5,ద,1
ద,4,5,డు,6
వ,3,4,ము,110
అ,1,2,ఆ,1
ఆ,2,2,-,8
అ,1,4,ఆ,1
ఆ,2,4,కూ,1
కూ,3,4,తి,1
అ,1,5,ఆ,2
ఆ,2,5,త,1
త,3,5,త,1
అ,1,8,ఆ,1
ఆ,2,8,ద్,1
ద్,3,8,య,2
య,4,8,మా,1
మా,5,8,ష,1
ష,6,8,క,2
క,7,8,ము,50
ఆ,2,5,ర,1
ర,3,5,మ,16
మ,4,5,ణ,4
ణ,5,5,-,54
అ,1,7,ఆ,1
ఆ,2,7,హో,1
హో,3,7,పు,1
పు,4,7,రు,2
రు,5,7,షి,1
షి,6,7,క,1
అ,1,2,క,1
అ,1,5,కం,1
కం,2,5,ప,1
ప,3,5,ను,2
ను,4,5,డు,17
అ,1,3,కం,1
కం,2,3,లి,1
అ,1,3,క,4
క,2,3,ట,9
అ,1,7,క,2
క,2,7,ట,1
ట,3,7,వి,3
వి,4,7,క,2
క,5,7,ట,3
ట,6,7,ము,16
అ,1,4,క,1
క,2,4,రి,3
క,2,3,రు,3
అ,1,6,క,1
క,2,6,ర్,10
మ,4,6,క,2
క,2,3,ల,8
క,2,7,స్,1
స్,3,7,మా,1
మా,4,7,త్,1
త్,5,7,తు,13
తు,6,7,గా,1
గా,7,7,-,5
అ,1,5,క,2
క,2,5,స్,5
స్,3,5,మా,2
మా,4,5,త్‌,1
త్‌,5,5,-,7
స్,3,5,మి,2
మి,4,5,క,7
అ,1,5,కా,3
కా,2,5,ర,7
ర,3,5,ణ,29
ణ,4,5,ము,158
ర,3,5,ణా,3
ణా,4,5,త్‌,1
అ,1,4,కా,2
కా,2,4,ర,15
ర,3,4,తు,5
ర,3,5,తు,1
తు,4,5,గా,1
అ,1,11,కా,2
కా,2,11,రాం,1
రాం,3,11,త,1
త,4,11,పుం,1
పుం,5,11,లిం,1
లిం,6,11,గ,1
గ,7,11,ము,1
ము,8,11,న,1
న,9,11,గు,1
గు,10,11,ను,1
ను,11,11,-,6
కా,2,4,ల,1
కా,2,11,శ,1
శ,3,11,త,1
త,4,11,త్,1
త్,5,11,త్,1
త్,6,11,వ,1
వ,7,11,పం,1
పం,8,11,చ,2
చ,9,11,క,2
క,10,11,ము,7
ము,11,11,-,51
అ,1,5,కిం,1
కిం,2,5,చ,1
చ,3,5,నుం,3
నుం,4,5,డు,51
అ,1,5,కి,1
కి,2,5,ర,1
వు,4,5,డు,13
అ,1,9,కి,1
కి,2,9,రా,1
రా,3,9,మ,1
మ,4,9,చం,1
చం,5,9,ద్,1
ద్,6,9,రుం,1
రుం,7,9,గాం,1
గాం,8,9,చి,1
చి,9,9,-,17
అ,1,2,కు,1
అ,1,6,కు,2
కు,2,6,చి,1
చి,3,6,జ,1
జ,4,6,లు,2
లు,5,6,త,2
త,6,6,-,60
కు,2,6,తో,1
తో,3,6,భ,1
భ,4,6,యుం,1
యుం,5,6,డు,41
అ,1,5,కూ,1
కూ,2,5,పా,2
పా,3,5,ర,3
అ,1,7,కృ,1
కృ,2,7,త,2
త,3,7,వ్,1
వ్,4,7,ర,3
ర,5,7,ణు,2
ణు,6,7,డు,6
అ,1,4,కృ,1
కృ,2,4,ళిం,1
ళిం,3,4,చు,27
అ,1,8,కృ,1
కృ,2,8,ష్,1
ష్,3,8,ణ,1
ణ,4,8,క,2
క,5,8,ర్,4
ర్,6,8,ముం,1
ముం,7,8,డు,2
అ,1,3,క్,2
క్,2,3,క,31
అ,1,7,క్,7
క్,2,7,క,21
క,3,7,జ,1
జ,4,7,గం,1
గం,5,7,డం,1
డం,6,7,డు,1
అ,1,6,క్,14
క్,2,6,క,63
క,3,6,జ,2
జ,4,6,ప,2
ప,5,6,డు,39
జ,4,6,పా,3
పా,5,6,టు,26
అ,1,5,క్,24
క్,2,5,క,98
క,3,5,జ,3
జ,4,5,ము,30
క,3,6,జే,1
జే,4,6,ప,1
క,3,5,జే,1
జే,4,5,ము,3
క,3,5,జోం,1
జోం,4,5,డు,1
క,3,6,జో,1
జో,4,6,రా,1
రా,5,6,లు,14
అ,1,4,క్,16
క్,2,4,క,78
క,3,4,ట,9
క,3,5,టి,2
టి,4,5,క,8
క,3,6,ణ,1
ణ,4,6,కాం,1
కాం,5,6,డు,30
క,3,4,ర,17
క,3,5,ర,40
ర,4,5,లు,5
క,3,6,ల,3
ల,4,6,క,17
క,5,6,ర,10
క,3,4,లి,11
క,3,5,స,13
స,4,5,ము,90
క,3,4,సి,3
క,3,4,సు,1
క,3,6,సు,1
సు,4,6,కాం,1
అ,1,8,క్,4
క్,2,8,కి,8
కి,3,8,బి,1
బి,4,8,క్,1
క్,5,8,కి,3
కి,6,8,దం,1
దం,7,8,డ,2
డ,8,8,-,20
క్,2,6,కి,14
కి,3,6,లి,6
లి,4,6,ప,1
క్,2,3,కు,17
కు,3,3,-,240
క్,2,5,కు,39
కు,3,5,ళ్,1
ళ్,4,5,లు,42
క్,2,4,త,13
క్,2,4,ర,12
ర,3,4,మ,5
క్,2,5,ర,20
మ,4,5,ము,90
క్,2,6,రో,2
రో,3,6,ధ,1
ధ,4,6,ను,2
క్,2,4,ష,34
ష,3,4,త,1
క్,2,5,ష,42
ష,3,5,త,2
త,4,5,లు,7
అ,1,9,క్,1
క్,2,9,ష,6
ష,3,9,ద,1
ద,4,9,ర్,3
ర్,5,9,భ్,1
భ్,6,9,శ,1
శ,7,9,కుం,1
కుం,8,9,డు,3
డు,9,9,-,108
ష,3,5,దే,1
దే,4,5,వి,2
వి,5,5,-,38
క్,2,8,ష,10
ష,3,8,ద్,2
ద్,4,8,యూ,1
యూ,5,8,తి,1
తి,6,8,క,1
ష,3,8,ధూ,1
ధూ,4,8,ర్,1
ర్,5,8,తి,2
తి,6,8,ల,1
ల,7,8,ము,11
క్,2,7,ష,13
ష,3,7,ధూ,1
ధూ,4,7,ర్,1
ర్,5,7,తుం,1
తుం,6,7,డు,31
ష,3,5,మా,1
మా,4,5,ల,5
ష,3,4,ము,62
ష,3,4,య,1
య,4,4,-,206
ష,3,4,ర,1
ష,3,4,రం,1
ష,3,7,ర,2
ర,4,7,చ,1
చ,5,7,ణుం,1
ణుం,6,7,డు,8
ర,4,7,చుం,1
చుం,5,7,చు,1
చు,6,7,వు,1
ష,3,5,ర,2
ర,4,5,ణా,1
ణా,5,5,-,1
క్,2,6,ష,19
ష,3,6,ర,2
ర,4,6,మా,3
మా,5,6,ల,1
ర,4,6,ము,10
ము,5,6,ను,1
ను,6,6,-,124
ష,3,5,రా,1
రా,4,5,లు,32
ష,3,7,రా,1
రా,4,7,స్,1
స్,5,7,యు,2
యు,6,7,లు,2
లు,7,7,-,197
ష,3,5,రుం,1
రుం,4,5,డు,122
ష,3,5,వ,3
ష,3,6,వా,2
వా,4,6,ట,1
క్,2,4,షాం,1
షాం,3,4,తి,1
క్,2,5,షిం,5
షిం,3,5,త,1
క్,2,6,షి,12
షి,3,6,గ,1
గ,4,6,తుం,3
తుం,5,6,డు,71
క్,2,7,షి,7
షి,3,7,త్,1
త్,4,7,ర,22
ర,5,7,య,13
క్,2,8,షి,2
షి,3,8,త్,1
త్,4,8,రి,4
రి,5,8,త,4
త,6,8,య,1
య,7,8,ము,39
షి,3,7,పం,1
క్,2,5,షి,18
షి,3,5,బ,1
బ,4,5,ము,18
క్,2,4,షి,9
షి,3,4,లి,1
క్,2,5,షీ,2
షీ,3,5,బ,2
క్,2,4,షు,7
షు,3,4,డు,5
క్,2,6,షు,5
షు,3,6,వ,1
వ,4,6,ణ,5
క్,2,5,షో,4
షో,3,5,ట,2
షో,3,5,భ,1
భ,4,5,ము,25
క్,2,5,షౌ,1
షౌ,3,5,హి,1
హి,4,5,ణి,3
అ,1,3,ఖం,1
ఖం,2,3,డ,1
డ,3,3,-,97
అ,1,5,ఖం,3
ఖం,2,5,డ,3
డ,3,5,మై,1
మై,4,5,న,21
ఖం,2,5,డు,1
డు,3,5,క,1
ఖం,2,5,ద,2
ద,3,5,డ,7
డ,4,5,ము,82
అ,1,6,ఖ,1
ఖ,2,6,భి,1
భి,3,6,జి,1
జి,4,6,త్,9
త్,5,6,తు,32
తు,6,6,-,50
అ,1,9,ఖ,1
ఖ,2,9,భి,1
భి,3,9,ని,1
ని,4,9,ర్,1
ర్,5,9,ము,1
ము,6,9,క్,2
క్,7,9,తుం,1
తుం,8,9,డు,3
అ,1,5,ఖ,1
ఖ,2,5,భి,1
భి,3,5,ను,1
ను,4,5,తి,1
అ,1,7,ఖ,2
ఖ,2,7,భీ,2
భీ,3,7,ప్,1
ప్,4,7,సి,1
సి,5,7,త,4
త,6,7,ము,59
భీ,3,7,ర,1
ర,4,7,దే,1
దే,5,7,శ,7
శ,6,7,ము,10
అ,1,3,ఖా,2
ఖా,2,3,త,1
ఖా,2,3,తం,1
అ,1,4,ఖా,1
ఖా,2,4,త,2
అ,1,6,ఖి,1
ఖి,2,6,ని,1
ని,3,6,వే,3
వే,4,6,శ,3
శ,5,6,ము,29
అ,1,7,ఖి,1
ఖి,2,7,మె,1
మె,3,7,న,1
న,4,7,కుం,1
కుం,5,7,డ,1
డ,6,7,లు,2
అ,1,4,ఖి,1
ఖి,2,4,ల,2
అ,1,5,ఖి,1
ఖి,2,5,స,1
స,3,5,రిం,3
అ,1,10,ఖి,1
ఖి,2,10,సా,1
సా,3,10,రి,1
రి,4,10,ధా,1
ధా,5,10,న్,1
న్,6,10,య,1
య,7,10,మా,1
మా,8,10,లి,1
లి,9,10,ని,2
ని,10,10,-,9
అ,1,5,ఖుం,1
ఖుం,2,5,దె,1
దె,3,5,వు,1
అ,1,3,ఖు,2
ఖు,2,3,గు,2
అ,1,5,ఖు,3
ఖు,2,5,గు,1
గు,3,5,వ,9
వ,4,5,డు,43
ఖు,2,3,పు,3
పు,3,3,-,255
ఖు,2,5,వం,1
వం,3,5,డ్,2
డ్,4,5,రు,11
రు,5,5,-,95
అ,1,4,ఖు,1
ఖు,2,4,వ,1
వ,3,4,ది,7
ది,4,4,-,158
ఖు,2,5,వు,1
వు,3,5,ళ్,2
అ,1,6,గం,1
గం,2,6,డ్,1
డ్,3,6,ర,2
ర,4,6,పా,5
పా,5,6,కు,1
కు,6,6,-,70
అ,1,8,గ,4
గ,2,8,గ్,1
గ్,3,8,రే,1
రే,4,8,ది,1
ది,5,8,ధి,1
ధి,6,8,షు,1
షు,7,8,వు,1
వు,8,8,-,20
అ,1,5,గ,10
గ,2,5,చ,1
చ,3,5,ర,14
గ,2,5,చా,1
చా,3,5,ట్,1
ట్,4,5,లు,19
అ,1,7,గ,3
గ,2,7,చో,2
చో,3,7,ట్,2
ట్,4,7,ల,3
ల,5,7,పో,1
పో,6,7,తు,1
తు,7,7,-,5
ల,5,7,మా,3
మా,6,7,రి,5
గ,2,5,చో,1
చో,3,5,ట్,1
అ,1,4,గ,13
గ,2,4,జా,2
జా,3,4,త,3
అ,1,3,గ,8
గ,2,3,డ,18
గ,2,4,డి,4
డి,3,4,త,2
గ,2,3,డు,9
గ,2,5,డు,4
డు,3,5,ప,3
గ,2,4,డ్,2
డ్,3,4,త,2
గ,2,4,తి,1
తి,3,4,క,22
గ,2,5,త్,2
త్,3,5,య,30
అ,1,6,గ,3
గ,2,6,దం,3
దం,3,6,కా,1
కా,4,6,రుం,8
గ,2,4,ద,5
గ,2,3,ప,1
ప,3,3,-,92
గ,2,4,ప,6
గ,2,4,పా,5
గ,2,4,మ,7
గ,2,3,రు,11
గ,2,4,రు,5
గ,2,3,లు,9
గ,2,4,లు,3
లు,3,4,చు,32
గ,2,6,లు,2
లు,3,6,స,1
స,4,6,త్,1
గ,2,5,లు,4
లు,3,5,సొం,1
సొం,4,5,టి,1
టి,5,5,-,58
గ,2,4,ల్,2
ల్,3,4,చు,2
గ,2,5,వా,4
వా,3,5,ళ్,4
గ,2,3,వు,5
గ,2,6,సా,1
సా,3,6,లి,1
లి,4,6,వాం,3
వాం,5,6,డు,48
గ,2,4,సా,2
సా,3,4,లె,2
లె,4,4,-,15
గ,2,3,సి,2
సి,3,3,-,53
గ,2,8,స్,3
స్,3,8,తా,1
తా,4,8,శ్,1
శ్,5,8,ర,2
ర,6,8,మ,2
మ,7,8,ము,14
గ,2,4,స్,1
స్,3,4,తి,7
గ,2,5,స్,5
స్,3,5,తుం,5
స్,3,5,త్,6
త్,4,5,య,4
స్,3,8,త్,2
త్,4,8,య,2
య,5,8,భ్,1
భ్,6,8,రా,1
రా,7,8,త,1
త,8,8,-,15
త్,4,8,యా,1
యా,5,8,శ,1
శ,6,8,మ,1
అ,1,9,గ,1
గ,2,9,స్,1
స్,3,9,త్,1
త్,4,9,యా,1
యా,5,9,శ్,1
శ్,6,9,ర,1
ర,7,9,మ,1
మ,8,9,ము,2
గ,2,7,స్,1
స్,3,7,త్,2
త్,4,7,య్,1
య్,5,7,య,8
అ,1,17,గ,1
గ,2,17,స్,1
స్,3,17,వా,1
వా,4,17,శ్,1
శ్,5,17,ర,1
ర,6,17,మ,1
మ,7,17,ము,1
ము,8,17,న,1
న,9,17,కు,1
కు,10,17,పో,1
పో,11,17,యి,1
యి,12,17,తా,1
తా,13,17,ప,1
ప,14,17,త్,1
త్,15,17,యు,1
యు,16,17,లు,1
స్,3,5,సు,2
అ,1,3,గా,4
గా,2,3,డీ,1
డీ,3,3,-,10
గా,2,3,దు,1
దు,3,3,-,100
గా,2,3,ధ,1
ధ,3,3,-,30
అ,1,4,గా,2
గా,2,4,ధ,2
ధ,3,4,ము,60
గా,2,3,వు,1
అ,1,2,గి,1
అ,1,3,గి,2
గి,2,3,ని,7
అ,1,4,గి,1
గి,2,4,సి,2
సి,3,4,య,3
గి,2,3,సె,1
అ,1,2,గు,1
అ,1,4,గుం,2
గుం,2,4,గ,1
గ,3,4,దే,3
దే,4,4,-,7
గుం,2,4,గా,2
గా,3,4,క,3
అ,1,5,గుం,1
గుం,2,5,బొ,1
బొ,3,5,మ్,3
మ్,4,5,ము,8
అ,1,6,గు,2
గు,2,6,చు,2
చు,3,6,న్,14
న్,4,6,న,36
న,5,6,ది,80
ది,6,6,-,140
అ,1,11,గు,1
గు,2,11,చు,1
చు,3,11,న్,1
న్,4,11,న,1
న,5,11,ది,1
ది,6,11,ఐ,1
ఐ,7,11,ల,1
ల,8,11,బి,1
బి,9,11,లుం,1
లుం,10,11,డు,2
డు,11,11,-,39
అ,1,12,గు,1
గు,2,12,చు,1
చు,3,12,న్,1
న్,4,12,న,1
న,5,12,ది,1
ది,6,12,శ,1
శ,7,12,త,1
త,8,12,ధ,1
ధ,9,12,న్,1
న్,10,12,వు,1
వు,11,12,డు,2
డు,12,12,-,26
అ,1,8,గు,1
గు,2,8,దు,1
దు,3,8,రు,2
రు,4,8,మం,1
మం,5,8,దో,1
దో,6,8,ద,1
ద,7,8,రి,1
రి,8,8,-,24
అ,1,4,గు,2
గు,2,4,దెం,3
దెం,3,4,చు,6
అ,1,3,గు,4
గు,2,3,ను,4
ను,3,3,-,167
అ,1,5,గు,2
గు,2,5,ను,2
ను,3,5,ఉ,2
గు,2,6,ను,1
ను,3,6,త,1
త,4,6,పు,2
పు,5,6,డు,7
అ,1,10,గు,1
గు,2,10,ను,1
ను,3,10,పా,1
పా,4,10,ట,1
ట,5,10,లీ,1
లీ,6,10,పు,1
పు,7,10,త్,1
త్,8,10,ర,6
ర,9,10,ము,20
ము,10,10,-,79
అ,1,7,గు,4
గు,2,7,ను,1
ను,3,7,సా,2
సా,4,7,లా,1
లా,5,7,తూ,1
తూ,6,7,ర,1
ర,7,7,-,38
గు,2,7,మ,1
మ,3,7,త,4
త,4,7,త,1
త,5,7,త్,2
త్,6,7,వ,1
వ,7,7,-,10
గు,2,3,ర,3
గు,2,5,ర,1
ర,3,5,గు,2
గు,4,5,ర,1
గు,2,3,రు,15
గు,2,4,రు,5
గు,2,7,రు,3
రు,3,7,వృ,1
వృ,4,7,క్,3
క్,5,7,ష,13
ష,6,7,ము,38
గు,2,7,వా,2
వా,3,7,డు,1
డు,4,7,సు,2
సు,5,7,మ,1
మ,6,7,తి,1
తి,7,7,-,51
అ,1,5,గౌ,1
గౌ,2,5,క,2
అ,1,5,గ్,18
గ్,2,5,గ,26
గ,3,5,కౌ,1
కౌ,4,5,లు,1
అ,1,4,గ్,9
గ్,2,4,గ,32
గ,3,4,డి,4
గ,3,5,ప,1
గ,3,5,పా,2
పా,4,5,టు,52
గ,3,4,ము,101
గ,3,5,ల,10
ల,4,5,ము,152
గ,3,5,లిం,4
లిం,4,5,చు,25
గ,3,5,లి,1
లి,4,5,క,15
అ,1,3,గ్,4
గ్,2,3,గి,6
గి,3,3,-,59
గ్,2,4,గిం,11
గిం,3,4,పు,9
పు,4,4,-,121
గ్,2,5,గి,6
గి,3,5,కం,1
కం,4,5,టి,9
గి,3,5,చూ,1
చూ,4,5,లి,7
లి,5,5,-,69
అ,1,6,గ్,16
గ్,2,6,గి,1
గి,3,6,పె,1
ట్,5,6,టె,11
టె,6,6,-,12
గి,3,5,మీ,1
మీ,4,5,ద,1
ద,5,5,-,44
గ్,2,4,గు,15
గు,3,4,వ,1
వ,4,4,-,105
గ్,2,3,న,4
అ,1,11,గ్,1
గ్,2,11,న,1
న,3,11,జా,1
జా,4,11,తి,1
తి,5,11,చ,1
చ,6,11,తు,4
తు,7,11,ష్,4
ష్,8,11,ట,4
ట,9,11,య,3
య,10,11,ము,6
గ్,2,3,ని,1
గ్,2,6,ని,10
ని,3,6,క,2
క,4,6,ణ,3
అ,1,8,గ్,6
గ్,2,8,ని,5
ని,3,8,క,4
క,4,8,ణ,1
ణ,5,8,ము,2
ము,6,8,న,4
న,7,8,కు,8
కు,8,8,-,25
అ,1,14,గ్,1
గ్,2,14,ని,1
ని,3,14,కి,1
కి,4,14,ని,1
ని,5,14,మ్,1
మ్,6,14,మ,2
మ,7,14,రి,1
రి,8,14,పో,1
పో,9,14,యి,1
యి,10,14,చె,1
చె,11,14,ప్,1
ప్,12,14,పు,1
పు,13,14,ము,1
ము,14,14,-,18
ని,3,6,గ్,2
గ్,4,6,ను,1
ను,5,6,లు,2
ని,3,6,చి,1
చి,4,6,త్,3
అ,1,7,గ్,7
గ్,2,7,ని,7
ని,3,7,జి,1
జి,4,7,హ్,4
హ్,5,7,వ,3
వ,6,7,లు,2
ని,3,6,జ్,1
జ్,4,6,వా,2
వా,5,6,ల,2
ని,3,6,దే,1
దే,4,6,వు,1
వు,5,6,డు,19
ని,3,8,దై,1
దై,4,8,వ,1
వ,5,8,త్,1
త్,6,8,య,5
ని,3,6,బా,1
బా,4,6,హు,3
హు,5,6,వు,3
గ్,2,5,ని,3
ని,3,5,భు,1
భు,4,5,వు,6
వు,5,5,-,215
ని,3,6,మం,1
మం,4,6,థ,1
థ,5,6,ము,18
ని,3,8,మా,1
మా,4,8,ప,1
ప,5,8,క,1
క,6,8,ద,1
ద,7,8,ళం,1
ళం,8,8,-,1
ని,3,7,మి,1
మి,4,7,త్,3
త్,5,7,రు,7
రు,6,7,డు,16
ని,3,5,ముం,1
ముం,4,5,డు,20
ని,3,6,ము,2
ము,4,6,ఖ,5
ఖ,5,6,ము,7
ని,3,8,వ,1
వ,4,8,ర్,4
ర్,5,8,చ,3
చ,6,8,స్,1
స్,7,8,సు,3
సు,8,8,-,5
వే,4,6,శు,1
శు,5,6,డు,3
ని,3,5,శి,1
శి,4,5,ఖ,1
ఖ,5,5,-,6
ని,3,7,షో,1
షో,4,7,త్,1
తు,6,7,లు,7
ని,3,7,ష్,2
ష్,4,7,టో,1
టో,5,7,మ,1
ని,3,8,ష్,1
ష్,4,8,ట్,1
ట్,5,8,రో,1
రో,6,8,ము,1
ము,7,8,డు,4
ని,3,7,హో,2
హో,4,7,త్,2
రు,6,7,ని,1
ని,7,7,-,24
గ్,2,5,నిి,1
నిి,3,5,వి,1
వి,4,5,ణ,1
గ్,2,6,నీ,1
నీ,3,6,ధ్,1
ధ్,4,6,రు,1
రు,5,6,డు,18
అ,1,10,గ్,1
గ్,2,10,న్,1
న్,3,10,మ,2
మ,4,10,పం,1
పం,5,10,చ,2
చ,6,10,భూ,1
భూ,7,10,త,1
త,8,10,ము,1
ము,9,10,లు,16
లు,10,10,-,50
గ్,2,4,న్,1
న్,3,4,వ,2
గ్,2,4,య,6
గ్,2,3,ర,2
గ్,2,5,ర,15
ర,3,5,గా,2
గా,4,5,మి,1
గ్,2,7,ర,3
ర,3,7,జ,1
జ,4,7,న్,2
న్,5,7,ముం,1
ముం,6,7,దు,1
ర,3,5,జుం,2
గ్,2,4,ర,8
ర,3,4,ణి,3
గ్,2,8,ర,6
ర,3,8,త,1
త,4,8,స్,1
స్,5,8,స,1
స,6,8,రుం,1
రుం,7,8,డు,3
గ్,2,6,ర,5
ర,3,6,బీ,2
బీ,4,6,జ,2
జ,5,6,ము,24
ర,3,6,స,3
స,4,6,రుం,2
ర,3,6,హా,4
హా,4,6,ర,7
గ్,2,5,రి,2
రి,3,5,కో,1
కో,4,5,స్‌,1
స్‌,5,5,-,6
రి,3,5,య,7
